Source,Target,Weight
ARYA,STABLE_BOY,7
ARYA,VARYS,7
BRAN,ROBERT,7
BRONN,CATELYN,7
GREATJON_UMBER,RODRIK,7
HUGH_OF_THE_VALE,JORY_CASSEL,7
JON,RAST,7
JON,THEON,7
JON_ARRYN,ROBERT,7
JORY_CASSEL,LITTLEFINGER,7
LYSA,VARDIS_EGAN,7
MAESTER_AEMON,TYRION,7
MAESTER_LUWIN,TYRION,7
ROBERT,TYRION,7
ROBERT,VISERYS,7
ARYA,ROBB,6
BARRISTAN,VARYS,6
BRONN,RODRIK,6
DROGO,ILLYRIO,6
DROGO,QOTHO,6
DROGO,RHAEGO,6
GRENN,RAST,6
GRENN,TYRION,6
HOUND,ROBERT,6
HUGH_OF_THE_VALE,NED,6
JAIME,JOFFREY,6
JEOR,OTHELL_YARWYCK,6
JEOR,OTHOR,6
LITTLEFINGER,MOUNTAIN,6
LITTLEFINGER,TYRION,6
MAESTER_AEMON,PYP,6
MAESTER_AEMON,SAM,6
NED,SYRIO_FOREL,6
NED,TOMARD,6
OTHELL_YARWYCK,SAM,6
PYP,TYRION,6
RAST,SAM,6
SHAGGA,TYWIN,6
ARYA,BAELOR,5
ARYA,BRAN,5
ARYA,HOT_PIE,5
ARYA,LITTLEFINGER,5
ARYA,MERYN_TRANT,5
ARYA,MYCAH,5
BARRISTAN,JOFFREY,5
BENJEN,ROBB,5
BENJEN,YOREN,5
BRAN,RODRIK,5
BRONN,LYSA,5
BRONN,SHAGGA,5
BRONN,TYWIN,5
CATELYN,MORD,5
DAENERYS,ROBERT,5
DOREAH,IRRI,5
DROGO,RAKHARO,5
GARED,ROYCE,5
GENDRY,TOBHO_MOTT,5
HOUND,LITTLEFINGER,5
HOUND,MOUNTAIN,5
JAIME,KEVAN,5
JAIME,LITTLEFINGER,5
JANOS,VARYS,5
JOFFREY,SEPTA_MORDANE,5
JON,OTHELL_YARWYCK,5
JON,OTHOR,5
JON_ARRYN,LITTLEFINGER,5
JON_ARRYN,LYSA,5
JONOS_BRACKEN,ROBB,5
JORAH,QOTHO,5
LYSA,MORD,5
MAESTER_LUWIN,NED,5
MARILLION,RODRIK,5
MARILLION,TYRION,5
MASHA_HEDDLE,TYRION,5
MOUNTAIN,NED,5
RENLY,SANSA,5
ROBB,ROBERT,5
ROBB,TYWIN,5
ROBB,WALDER,5
ROBERT,STANNIS,5
AERYS,RICKARD_STARK,4
ALLISER_THORNE,RAST,4
ARYA,ILYN_PAYNE,4
BAELOR,YOREN,4
BARRISTAN,JAIME,4
BARRISTAN,LITTLEFINGER,4
BARRISTAN,PYCELLE,4
BRAN,CERSEI,4
BRONN,VARDIS_EGEN,4
CATELYN,JON_ARRYN,4
CATELYN,MARILLION,4
CATELYN,TYWIN,4
CERSEI,HOUND,4
DAENERYS,VARYS,4
DAREON,JON,4
DAREON,SAM,4
GARED,WILL,4
GRENN,JEOR,4
HOUND,LORAS,4
HUGH_OF_THE_VALE,LITTLEFINGER,4
ILYN_PAYNE,JOFFREY,4
ILYN_PAYNE,NED,4
ILYN_PAYNE,SANSA,4
ILYN_PAYNE,YOREN,4
JAIME,ROS,4
JAIME,THEON,4
JORY_CASSEL,ROBERT,4
LANCEL,NED,4
LITTLEFINGER,SEPTA_MORDANE,4
LITTLEFINGER,TYWIN,4
LORAS,MOUNTAIN,4
LORAS,NED,4
LORAS,SANSA,4
LYANNA,NED,4
MIRRI_MAZ_DUUR,RAKHARO,4
MOUNTAIN,ROBERT,4
MOUNTAIN,SANSA,4
MYCAH,SANSA,4
NED,RICKARD_STARK,4
OLD_NAN,ROBB,4
ROYCE,WILL,4
RYGER_RIVERS,WALDER,4
SANSA,YOREN,4
SHAE,TYWIN,4
STEVRON_FREY,WALDER,4
WAYMAR_ROYCE,WILL,4
ADDAM_MARBRAND,KEVAN,3
ADDAM_MARBRAND,LEO_LEFFORD,3
AERYS,JAIME,3
AERYS,RHAEGAR,3
ALLISER_THORNE,OTHELL_YARWYCK,3
ARYA,JAIME,3
ARYA,PYCELLE,3
ASSASSIN,CATELYN,3
BAELOR,ILYN_PAYNE,3
BALON,THEON,3
BARRISTAN,LANCEL,3
BARRISTAN,RENLY,3
BERIC,NED,3
BRAN,WILL,3
BRANDON_STARK,NED,3
BRONN,MORD,3
BRONN,ROBIN,3
CATELYN,HOSTER,3
CATELYN,JOFFREY,3
CATELYN,MASHA_HEDDLE,3
CATELYN,YOREN,3
CERSEI,ILYN_PAYNE,3
CERSEI,JON,3
CERSEI,JON_ARRYN,3
CERSEI,LANCEL,3
CERSEI,RENLY,3
CERSEI,TYWIN,3
COHOLLO,DROGO,3
DAENERYS,NED,3
DOREAH,DROGO,3
DOREAH,WINE_MERCHANT,3
GENDRY,HOT_PIE,3
GREATJON_UMBER,JAIME,3
GREATJON_UMBER,TYWIN,3
HODOR,ROBB,3
HODOR,THEON,3
HODOR,TYRION,3
HOSTER,WALDER,3
HOUND,ILYN_PAYNE,3
IRRI,JHIQUI,3
IRRI,VISERYS,3
JANOS,RENLY,3
JEOR,NED,3
JEOR,ROBERT,3
JOFFREY,RENLY,3
JOFFREY,TYWIN,3
JOFFREY,YOREN,3
JON,ROBERT,3
JON,WILL,3
JON_ARRYN,PYCELLE,3
JON_ARRYN,ROBIN,3
JORAH,RHAEGO,3
LITTLEFINGER,STANNIS,3
LORAS,ROBERT,3
LYANNA,ROBERT,3
MERYN_TRANT,NED,3
MORD,ROBIN,3
MORD,VARDIS_EGEN,3
MYCAH,NED,3
MYRCELLA,TYRION,3
NED,PYP,3
NED,WILL,3
OSHA,RICKON,3
QOTHO,RAKHARO,3
RAKHARO,VISERYS,3
RAKHARO,WINE_MERCHANT,3
RAST,TYRION,3
RENLY,ROBB,3
RICKON,ROBB,3
ROBIN,VARDIS_EGEN,3
THEON,WALDER,3
VARYS,YOREN,3
ADDAM_MARBRAND,TYWIN,2
AEGON,AERYS,2
AEGON,MAESTER_AEMON,2
AERYS,BARRISTAN,2
AERYS,CATELYN,2
AERYS,JORAH,2
AERYS,MAESTER_AEMON,2
AERYS,RENLY,2
AERYS,SANSA,2
AERYS,SEPTA_MORDANE,2
ALLISER_THORNE,MAESTER_AEMON,2
ARYA,ILLYRIO,2
ARYA,LOMMY_GREENHANDS,2
ARYA,TYRION,2
ASSASSIN,BRAN,2
ASSASSIN,ROBB,2
BAELOR,CERSEI,2
BAELOR,HOUND,2
BAELOR,JOFFREY,2
BAELOR,PYCELLE,2
BAELOR,SANSA,2
BALON,TYRION,2
BENJEN,CATELYN,2
BENJEN,CERSEI,2
BENJEN,JEOR,2
BENJEN,ROBERT,2
BERIC,ROBERT,2
BORCAS,DAREON,2
BORCAS,PYP,2
BOWEN_MARSH,DAREON,2
BOWEN_MARSH,PYP,2
BRAN,BRANDON_STARK,2
BRAN,HOUND,2
BRANDON_STARK,CATELYN,2
BRANDON_STARK,JON,2
BRANDON_STARK,RICKARD_STARK,2
BRONN,KEVAN,2
BRONN,MARILLION,2
CATELYN,DAENERYS,2
CATELYN,HOUND,2
CATELYN,STEVRON_FREY,2
CERSEI,JEOR,2
CERSEI,LYANNA,2
CERSEI,MERYN_TRANT,2
CERSEI,ROS,2
CERSEI,STANNIS,2
CERSEI,YOREN,2
DAENERYS,JHIQUI,2
DAENERYS,SANSA,2
DAREON,GRENN,2
DAREON,JEOR,2
DAREON,LUKE,2
DAREON,MAESTER_AEMON,2
DAREON,RAST,2
DOREAH,IROGENIA,2
DOREAH,JHIQUI,2
DOREAH,JORAH,2
DROGO,IRRI,2
DROGO,ROBERT,2
GALBART_GLOVER,GREATJON_UMBER,2
GALBART_GLOVER,JONOS_BRACKEN,2
GALBART_GLOVER,ROBB,2
GENDRY,VARYS,2
GENDRY,YOREN,2
GREATJON_UMBER,NED,2
GREATJON_UMBER,RENLY,2
GREATJON_UMBER,RICKARD_KARSTARK,2
GREATJON_UMBER,STANNIS,2
GREATJON_UMBER,WALDER,2
HIGH_SEPTON,NED,2
HODOR,OSHA,2
HOUND,JAIME,2
HOUND,ROBB,2
HOUND,YOREN,2
HUGH_OF_THE_VALE,JON_ARRYN,2
HUGH_OF_THE_VALE,MOUNTAIN,2
HUGH_OF_THE_VALE,SANSA,2
ILLYRIO,JORAH,2
ILYN_PAYNE,MERYN_TRANT,2
ILYN_PAYNE,VARYS,2
JAIME,JON_ARRYN,2
JAIME,RICKARD_STARK,2
JAIME,SANSA,2
JAIME,TYSHA,2
JANOS,LITTLEFINGER,2
JANOS,PYCELLE,2
JAREMY_RYKKER,JEOR,2
JAREMY_RYKKER,OTHELL_YARWYCK,2
JAREMY_RYKKER,PYP,2
JEOR,JOFFREY,2
JOANNA,TYRION,2
JOFFREY,JON,2
JOFFREY,TOMMEN,2
JOFFREY,WILL,2
JON,RODRIK,2
JON,ROS,2
JON_ARRYN,VARYS,2
JORAH,LITTLE_BIRD,2
JORAH,NED,2
JORAH,VARYS,2
JORY_CASSEL,MHAEGEN,2
JORY_CASSEL,THEON,2
JOYEUSE,WALDER,2
KEVAN,LEO_LEFFORD,2
KEVAN,SHAGGA,2
LANCEL,RENLY,2
LEO_LEFFORD,TYRION,2
LITTLEFINGER,LORAS,2
LITTLEFINGER,MHAEGEN,2
LITTLEFINGER,YOREN,2
LORAS,MACE,2
LUKE,PYP,2
MAESTER_LUWIN,ROBERT,2
MAESTER_LUWIN,RODRIK,2
MAESTER_LUWIN,SANSA,2
MARILLION,MERYN_TRANT,2
MARILLION,YOREN,2
MELESSA,SAM,2
MORD,RODRIK,2
NED,ROOSE_BOLTON,2
NED,ROS,2
NED,STEFFON,2
NED,VARLY,2
OLD_NAN,THEON,2
OTHELL_YARWYCK,PYP,2
OTHOR,PYP,2
OTHOR,SAM,2
PYCELLE,TYWIN,2
PYCELLE,YOREN,2
RANDYLL,SAM,2
RENLY,TOMARD,2
RHAEGAR,ROBERT,2
RHAEGO,VISERYS,2
RICKARD_KARSTARK,ROBB,2
RICKARD_KARSTARK,THEON,2
ROBB,STANNIS,2
ROBB,VARYS,2
ROBERT,ROS,2
ROBERT,TOMMEN,2
RODRIK,TYWIN,2
SANSA,STANNIS,2
STANNIS,TOMARD,2
THEON,WILL,2
TYRION,TYSHA,2
TYRION,VARYS,2
