Source,Target,Weight
EDMURE,ROOSE_BOLTON,3
FARMER,JOJEN,3
GENDRY,ROBERT,3
GILLY,HODOR,3
GILLY,RANDYLL,3
HIGH_SEPTON,JOFFREY,3
HIGH_SEPTON,MARGAERY,3
HODOR,ORELL,3
HOSTER,WALDER,3
HOUND,JOFFREY,3
JAIME,ROBB,3
JAIME,SELWYN,3
JOANNA,TYWIN,3
JOFFREY,RENLY,3
JOFFREY,ROBB,3
JOFFREY,SHAE,3
JOJEN,NED,3
JOJEN,ORELL,3
JON,LORD_OF_BONES,3
JON,NED,3
JON,OSHA,3
LITTLEFINGER,OLYVAR,3
LITTLEFINGER,ROS,3
LITTLEFINGER,SHAE,3
LORAS,MACE,3
LOTHAR,ROBB,3
MACE,MARGAERY,3
MEERA,ORELL,3
MERRY,WALDER,3
MERYN_TRANT,PODRICK,3
MISSANDEI,PRENDAHL,3
MISSANDEI,RADZAI_MO_ERAZ,3
MOUNTAIN,ROBB,3
NED,ROBB,3
NED,ROBERT,3
NED,VARYS,3
OLENNA,PODRICK,3
OLENNA,ROBERT,3
ORELL,OSHA,3
ORELL,RICKON,3
PODRICK,SHAE,3
QYBURN,ROBB,3
RAMSAY,ROBB,3
RENLY,STANNIS,3
RICKARD_KARSTARK,TALISA,3
RICKARD_KARSTARK,WILLEM_LANNISTER,3
ROBB,STANNIS,3
ROBB,TYRION,3
ROBERT,THOROS,3
ROOSE_BOLTON,STEELSHANKS_WALTON,3
ROOSE_BOLTON,THEON,3
ROS,TYRION,3
SORCERER,TYRION,3
STANNIS,TYWIN,3
AEGON,DAVOS,2
AEGON,SHIREEN,2
AERYS,JAIME,2
AERYS,JOFFREY,2
AERYS,NED,2
ANGUY,HOT_PIE,2
ARYA,CATELYN,2
ARYA,ILYN_PAYNE,2
ARYA,MERYN_TRANT,2
ARYA,MYCAH,2
ARYA,ROBB,2
ARYA,ROOSE_BOLTON,2
ARYA,SANSA,2
BALERION,DAVOS,2
BALON,ROBB,2
BALON,ROOSE_BOLTON,2
BARRISTAN,KRAZNYS_MO_NAKLOZ,2
BARRISTAN,RADZAI_MO_ERAZ,2
BERT,SHIREEN,2
BLACK_WALDER,JOYEUSE,2
BOROS,MERYN_TRANT,2
BRAN,FARMER,2
BRAN,MAESTER_LUWIN,2
BRAN,THEON,2
BRAN,TORMUND,2
BRAN,YGRITTE,2
BRONN,HIGH_SEPTON,2
BRONN,LORAS,2
BRONN,MARGAERY,2
BRONN,OLENNA,2
BRONN,PYCELLE,2
BRONN,SHAE,2
BRONN,TARYN_MANT,2
BRONN,TYWIN,2
BRYNDEN,HOSTER,2
BRYNDEN,ROSLIN,2
CATELYN,HOUND,2
CATELYN,JON,2
CATELYN,LOTHAR,2
CATELYN,RICKON,2
CATELYN,TYWIN,2
CERSEI,HIGH_SEPTON,2
CERSEI,HOUND,2
CERSEI,ILYN_PAYNE,2
CERSEI,PODRICK,2
CERSEI,STANNIS,2
CRASTER,EDDISON_TOLLETT,2
CRASTER,JON,2
DAENERYS,DROGO,2
DAENERYS,ROBERT,2
DAREON,HOBB,2
DAREON,SAM,2
DAVOS,MATTHOS,2
DAVOS,ROBB,2
DAVOS,RYLENE,2
DESMOND,ELDRICK,2
DESMOND,SANSA,2
DESMOND,TYRION,2
EDDISON_TOLLETT,KARL_TANNER,2
EDMURE,HOUND,2
EDMURE,JOYEUSE,2
EDMURE,MOUNTAIN,2
EDMURE,TYWIN,2
FARMER,HODOR,2
FARMER,MEERA,2
FARMER,OSHA,2
FARMER,RICKON,2
FREY_SEPTON,ROSLIN,2
FREY_SEPTON,WALDER,2
GENDRY,TYWIN,2
GILLY,RAST,2
GREIZHEN,JORAH,2
GREIZHEN,KRAZNYS_MO_NAKLOZ,2
GRENN,KARL_TANNER,2
GREY_WORM,MERO,2
GREY_WORM,MISSANDEI,2
HIGH_SEPTON,LORAS,2
HIGH_SEPTON,OLENNA,2
HIGH_SEPTON,PYCELLE,2
HIGH_SEPTON,SANSA,2
HIGH_SEPTON,TYRION,2
HIGH_SEPTON,TYWIN,2
HODOR,JON,2
HODOR,TORMUND,2
HODOR,YGRITTE,2
HOUND,ILYN_PAYNE,2
HOUND,MERYN_TRANT,2
HOUND,NED,2
HOUND,ROBB,2
HOUND,ROOSE_BOLTON,2
ILYN_PAYNE,JOFFREY,2
ILYN_PAYNE,MERYN_TRANT,2
ILYN_PAYNE,NED,2
JAIME,LORAS,2
JAIME,NED,2
JAIME,PYCELLE,2
JAIME,STANNIS,2
JEOR,JON,2
JOFFREY,STANNIS,2
JOJEN,TORMUND,2
JOJEN,YGRITTE,2
JON,MEERA,2
JON,QHORIN_HALFHAND,2
JON,RICKON,2
JORAH,PRENDAHL,2
JOYEUSE,ROSLIN,2
KARL_TANNER,RAST,2
KARL_TANNER,SAM,2
LITTLEFINGER,PODRICK,2
LOCKE,QYBURN,2
LOCKE,STEELSHANKS_WALTON,2
LORAS,PYCELLE,2
LORAS,RENLY,2
LORAS,SHAE,2
LOTHAR,ROSLIN,2
LOTHAR,TALISA,2
LYSA,TYWIN,2
LYSA,VARYS,2
MARGAERY,PYCELLE,2
MARTYN,ROBB,2
MEERA,TORMUND,2
MEERA,YGRITTE,2
MELISANDRE,SELYSE,2
MOUNTAIN,THOROS,2
MOUNTAIN,TYWIN,2
MYRANDA,RAMSAY,2
NED,RICKARD_KARSTARK,2
NED,THOROS,2
NED,TYRION,2
OLENNA,PYCELLE,2
OLENNA,RENLY,2
OSHA,TORMUND,2
OSHA,YGRITTE,2
PODRICK,SANSA,2
PYCELLE,SANSA,2
QHORIN_HALFHAND,YGRITTE,2
QYBURN,SELWYN,2
QYBURN,TYWIN,2
RAMSAY,VIOLET,2
RENLY,ROBERT,2
RENLY,SANSA,2
RENLY,TYWIN,2
RICKARD_KARSTARK,ROSLIN,2
RICKARD_KARSTARK,THEON,2
RICKARD_KARSTARK,WALDER,2
RICKON,ROBB,2
RICKON,THEON,2
RICKON,TORMUND,2
RICKON,YGRITTE,2
ROBB,VARYS,2
ROBERT,TYWIN,2
RYLENE,STANNIS,2
SALLADHOR,STANNIS,2
SELYSE,SHIREEN,2
SHAE,TYWIN,2
STEELSHANKS_WALTON,TYWIN,2
TYRION,WALDER,2
TYWIN,WALDER,2
