Source,Target,Weight
CATELYN,STANNIS,13
CERSEI,JAIME,13
DONTOS,JOFFREY,13
DOREAH,XARO,13
HAYLENE,TYRION,13
JEOR,QHORIN,13
JOFFREY,MERYN_TRANT,13
LITTLEFINGER,ROS,13
MERYN_TRANT,TYRION,13
MYRCELLA,TYRION,13
CERSEI,MYRCELLA,12
DAENERYS,RAKHARO,12
DAVOS,RENLY,12
JAIME,TYRION,12
JOFFREY,LANCEL,12
JOFFREY,ROBB,12
JON,LORD_OF_BONES,12
JORAH,XARO,12
MOUNTAIN,TYWIN,12
NED,ROBB,12
RICKARD_KARSTARK,ROBB,12
BRONN,VARYS,11
CATELYN,TALISA,11
CERSEI,JANOS,11
CERSEI,VARYS,11
SHAE,VARYS,11
TYRION,TYWIN,11
BRONN,HAYLENE,10
CRESSEN,MELISANDRE,10
DAENERYS,DROGO,10
GILLY,JON,10
HOT_PIE,LOMMY,10
JEOR,SAM,10
KOVARRO,XARO,10
MERYN_TRANT,SANSA,10
NED,TYRION,10
PODRICK,VARYS,10
QHORIN,LORD_OF_BONES,10
ALTON,CERSEI,9
BRONN,JOFFREY,9
CATELYN,LORAS,9
HODOR,MAESTER_LUWIN,9
HOUND,LANCEL,9
JAQEN,RORGE,9
JOFFREY,ROS,9
JOFFREY,STANNIS,9
JOFFREY,TYWIN,9
KEVAN,TYWIN,9
LITTLEFINGER,SANSA,9
LITTLEFINGER,VARYS,9
MANCE,QHORIN,9
PYATT_PREE,XARO,9
SANSA,TOMMEN,9
AMORY,YOREN,8
ARYA,BITER,8
ARYA,LITTLEFINGER,8
BALON,ROBB,8
BITER,RORGE,8
CATELYN,JACKS,8
CATELYN,NED,8
EDDISON_TOLLETT,JON,8
JAIME,TYWIN,8
JOFFREY,LORAS,8
JOFFREY,MYRCELLA,8
LITTLEFINGER,STANNIS,8
MANDON,TYRION,8
MELISANDRE,RENLY,8
PYCELLE,VARYS,8
REGINALD,TYWIN,8
RENLY,ROBB,8
ROBB,TYWIN,8
ARYA,CERSEI,7
ARYA,POLLIVER,7
ARYA,ROBB,7
BLACK_LORREN,DAGMER,7
BRAN,ROBB,7
BRIENNE,JACKS,7
BRIENNE,LORAS,7
DAISY,JOFFREY,7
DOREAH,JORAH,7
GENDRY,YOREN,7
JAIME,JOFFREY,7
JOFFREY,LITTLEFINGER,7
JOFFREY,VARYS,7
THEON,WINTERFELL_SHEPHERD,7
ARYA,LOMMY,6
ARYA,MOUNTAIN,6
ARYA,SANSA,6
BRAN,DAGMER,6
BRAN,FARLEN,6
BRONN,LANCEL,6
BRONN,PYCELLE,6
CATELYN,SANSA,6
CERSEI,HOUND,6
CERSEI,NED,6
CERSEI,ROBERT,6
CRASTER,GILLY,6
GENDRY,TICKLER,6
GRENN,JON,6
JOFFREY,TOMMEN,6
LOMMY,POLLIVER,6
MANCE,YGRITTE,6
MANDON,PODRICK,6
RICKON,THEON,6
ROBB,STANNIS,6
ROOSE_BOLTON,TALISA,6
ALTON,TORRHEN,5
ARYA,CATELYN,5
ARYA,JOFFREY,5
ARYA,TICKLER,5
BALON,NED,5
BITER,JAQEN,5
BRIENNE,MARGAERY,5
BRIENNE,ROBB,5
BRIENNE,STANNIS,5
BRONN,MERYN_TRANT,5
CATELYN,MARGAERY,5
CATELYN,TYRION,5
CERSEI,LORAS,5
CERSEI,STANNIS,5
CRASTER,SAM,5
CRESSEN,STANNIS,5
DAGMER,MAESTER_LUWIN,5
DROWNED_PRIEST,THEON,5
GERARD,RENLY,5
HODOR,THEON,5
HOUND,MERYN_TRANT,5
JAIME,NED,5
JOFFREY,PODRICK,5
JOFFREY,ROBERT,5
JON,MANCE,5
JORAH,PYATT_PREE,5
LORAS,STANNIS,5
MAESTER_LUWIN,RODRIK,5
MYRCELLA,SANSA,5
MYRCELLA,TOMMEN,5
NED,THEON,5
PYCELLE,TIMETT,5
QHORIN,SAM,5
ROBB,RODRIK,5
ROBB,SANSA,5
ROBERT,STANNIS,5
TYWIN,VARYS,5
AERYS,JAIME,4
ALTON,RICKARD_KARSTARK,4
ARYA,NED,4
BARRA,MHAEGEN,4
BRONN,SANSA,4
BRONN,TIMETT,4
CATELYN,COLEN,4
CATELYN,ROOSE_BOLTON,4
CERSEI,PODRICK,4
CERSEI,ROBB,4
DAENERYS,QUAITHE,4
DAENERYS,RHAEGO,4
DAENERYS,SILK_KING,4
DAGMER,RICKON,4
DONTOS,MERYN_TRANT,4
DOREAH,IRRI,4
DOREAH,KOVARRO,4
EDDISON_TOLLETT,GILLY,4
GENDRY,JAQEN,4
GENDRY,LOMMY,4
GENDRY,TYWIN,4
HAYLENE,HOUND,4
HAYLENE,JOFFREY,4
HOUND,PODRICK,4
ILYN_PAYNE,SANSA,4
ILYN_PAYNE,SHAE,4
JAIME,RICKARD_KARSTARK,4
JAIME,STANNIS,4
JANOS,JOFFREY,4
JANOS,LITTLEFINGER,4
JANOS,MHAEGEN,4
JANOS,ROS,4
JOFFREY,MANDON,4
JOFFREY,MARGAERY,4
JON,NED,4
LANCEL,SANSA,4
LITTLEFINGER,PYCELLE,4
MAESTER_LUWIN,RICKON,4
MATTHOS,MELISANDRE,4
NED,ROBERT,4
NED,STANNIS,4
RICKARD_KARSTARK,TORRHEN,4
ROBB,YARA,4
STANNIS,VARYS,4
ALTON,TYRION,3
AMORY,JAQEN,3
AMORY,POLLIVER,3
ARYA,HOUND,3
ARYA,VISENYA,3
BLACK_LORREN,RODRIK,3
BRAN,JOFFREY,3
BRAN,WINTERFELL_SHEPHERD,3
BRONN,JANOS,3
BRONN,PODRICK,3
BRONN,TYWIN,3
CATELYN,JOFFREY,3
CERSEI,ILYN_PAYNE,3
CERSEI,MANDON,3
CERSEI,MERYN_TRANT,3
CRASTER,EDDISON_TOLLETT,3
DAENERYS,MALAKKO,3
DAGMER,OSHA,3
DAGMER,RODRIK,3
DROGO,RHAEGO,3
FARLEN,THEON,3
GENDRY,MOUNTAIN,3
GENDRY,RORGE,3
HOT_PIE,JAQEN,3
HOT_PIE,MOUNTAIN,3
HOUND,SHAE,3
IRRI,KOVARRO,3
IRRI,XARO,3
JAIME,MATTHOS,3
JAIME,ROBERT,3
JAIME,TORRHEN,3
JANOS,PODRICK,3
JANOS,VARYS,3
JAQEN,TYWIN,3
JOFFREY,NED,3
JOFFREY,PYCELLE,3
JOFFREY,TALISA,3
JON_ARRYN,NED,3
JORAH,SPICE_KING,3
KOVARRO,MALAKKO,3
KOVARRO,PYATT_PREE,3
LANCEL,STANNIS,3
LITTLEFINGER,ROBB,3
LITTLEFINGER,ROBIN,3
LORAS,PYCELLE,3
LORAS,TYWIN,3
MAESTER_LUWIN,PORTAN,3
MAESTER_LUWIN,WINTERFELL_SHEPHERD,3
MALAKKO,XARO,3
MANCE,LORD_OF_BONES,3
MOUNTAIN,POLLIVER,3
MYRCELLA,ROBIN,3
NED,VARYS,3
NED,YARA,3
PODRICK,PYCELLE,3
PODRICK,SHAE,3
PYATT_PREE,SPICE_KING,3
PYCELLE,ROBERT,3
PYCELLE,TYWIN,3
QUENT,ROBB,3
RENLY,ROBERT,3
ROBB,SEPTON,3
ROBERT,TYRION,3
ROBIN,TYRION,3
RORGE,YOREN,3
SANSA,TYWIN,3
SHAE,TOMMEN,3
STANNIS,TYWIN,3
THEON,VARYS,3
TIMETT,TYRION,3
TOMMEN,TYRION,3
AEGON,ARYA,2
AERYS,PYCELLE,2
AERYS,ROBERT,2
AERYS,TYWIN,2
ALTON,TALISA,2
AMORY,HOT_PIE,2
ARYA,KEVAN,2
ARYA,REGINALD,2
ARYA,RHAENYS,2
ARYA,SYRIO_FOREL,2
ARYA,TYRION,2
BALON,CATELYN,2
BARRA,JANOS,2
BENJEN,CRASTER,2
BILLY,RICKON,2
BITER,YOREN,2
BLACK_LORREN,MAESTER_LUWIN,2
BLACK_LORREN,OSHA,2
BOROS,JOFFREY,2
BRAN,CATELYN,2
BRAN,SANSA,2
BRIENNE,COLEN,2
BRIENNE,DAVOS,2
BRIENNE,LITTLEFINGER,2
BRIENNE,MELISANDRE,2
BRIENNE,RICKARD_KARSTARK,2
BRONN,CERSEI,2
BRONN,SHAE,2
CATELYN,DAVOS,2
CATELYN,MELISANDRE,2
CATELYN,RICKON,2
CERSEI,DAVOS,2
CERSEI,HAYLENE,2
CERSEI,JOANNA,2
CERSEI,MATTHOS,2
CERSEI,SALLADHOR,2
COLEN,LORAS,2
COLEN,MARGAERY,2
COLEN,RENLY,2
CRASTER,MANCE,2
CRESSEN,MATTHOS,2
DAGMER,FARLEN,2
DAGMER,HODOR,2
DAGMER,YARA,2
DAVOS,FATHER_SEAWORTH,2
DAVOS,JOFFREY,2
DAVOS,LORAS,2
DAVOS,MARYA,2
DAVOS,ROBB,2
DAVOS,ROBERT,2
DONTOS,SANSA,2
EDDISON_TOLLETT,JEOR,2
FARLEN,RICKON,2
FREY_DAUGHTER,ROBB,2
GENDRY,NED,2
GILLY,GRENN,2
HARREN,TYWIN,2
HAYLENE,PODRICK,2
HIGH_SEPTON,MYRCELLA,2
HOT_PIE,POLLIVER,2
HOT_PIE,TICKLER,2
HOUND,NED,2
HOUND,STANNIS,2
HOUND,TOMMEN,2
ILYN_PAYNE,LANCEL,2
ILYN_PAYNE,TOMMEN,2
IRRI,JORAH,2
JACKS,JAIME,2
JAIME,JON,2
JAIME,LITTLEFINGER,2
JANOS,PYCELLE,2
JAQEN,YOREN,2
JEOR,TYRION,2
JOFFREY,MATTHOS,2
JOFFREY,RENLY,2
JOFFREY,SHAE,2
JON_ARRYN,PYCELLE,2
JON_ARRYN,ROBERT,2
JORAH,MALAKKO,2
KEVAN,STANNIS,2
KOVARRO,SPICE_KING,2
LANCEL,SHAE,2
LANCEL,TOMMEN,2
LITTLEFINGER,MYRCELLA,2
LORAS,MELISANDRE,2
LORAS,ROBB,2
LORAS,TOMMEN,2
LYSA,TYRION,2
MARGAERY,STANNIS,2
MARGAERY,TYWIN,2
MATTHOS,ROBERT,2
MELESSA,SAM,2
MERYN_TRANT,TOMMEN,2
MHAEGEN,ROS,2
MYRCELLA,ROBERT,2
MYRCELLA,TRYSTANE,2
NED,RODRIK,2
NED,SANSA,2
NED,TYWIN,2
OSHA,ROBB,2
POLLIVER,TYWIN,2
PROTESTER,TYRION,2
QUAITHE,XARO,2
RAMSAY,ROOSE_BOLTON,2
RANDYLL,SAM,2
RENNICK,ROBB,2
RHAENYS,VISENYA,2
RICKARD_KARSTARK,ROOSE_BOLTON,2
RICKARD_KARSTARK,TALISA,2
RICKON,RODRIK,2
ROBERT,THEON,2
ROBERT,TOMMEN,2
SEPTON,TALISA,2
SHAE,TYWIN,2
SILK_KING,SPICE_KING,2
TALISA,TORRHEN,2
THEON,TORRHEN,2
THEON,TYRION,2
TRYSTANE,TYRION,2
